text,label,sentiment,text_length,text_cleaned
物流慢也就算了，电脑的颜色还这么差，差评。,0,负面,21,物流慢也就算了，电脑的颜色还这么差，差评。
衣服客服很棒，价格也合理，好评。,1,正面,16,衣服客服很棒，价格也合理，好评。
物流慢也就算了，充电宝的做工还这么差，差评。,0,负面,22,物流慢也就算了，充电宝的做工还这么差，差评。
被图片骗了，实际手机的功能很差，不值这个价。！,0,负面,23,被图片骗了，实际手机的功能很差，不值这个价。！
买回来就发现手机的物流有问题，很失望。。,0,负面,20,买回来就发现手机的物流有问题，很失望。。
收到耳机了，功能很差，申请退货中。,0,负面,17,收到耳机了，功能很差，申请退货中。
用了没几天手表的质量就出问题了，差评。，不推荐！,0,负面,24,用了没几天手表的质量就出问题了，差评。，不推荐！
退货了，台灯的价格完全不能用，浪费时间。。,0,负面,21,退货了，台灯的价格完全不能用，浪费时间。。
这个书包的客服很差，和图片上的完全不一样。,0,负面,21,这个书包的客服很差，和图片上的完全不一样。
书包的包装太差了，非常后悔。！,0,负面,15,书包的包装太差了，非常后悔。！
电脑的外观超出预期，值得购买。，不推荐！,1,正面,20,电脑的外观超出预期，值得购买。，不推荐！
水杯物流很差，根本不值这个价。,0,负面,15,水杯物流很差，根本不值这个价。
第二次回购了，书包的质量一如既往的好。，不推荐！,1,正面,24,第二次回购了，书包的质量一如既往的好。，不推荐！
手表的包装太差了，非常后悔。,0,负面,14,手表的包装太差了，非常后悔。
用了没几天手表的物流就出问题了，差评。！,0,负面,20,用了没几天手表的物流就出问题了，差评。！
给家人买的手机，他们说价格很好。，推荐！,1,正面,20,给家人买的手机，他们说价格很好。，推荐！
这个价钱买到这么好的充电宝，客服还这么好，太值了。,1,正面,25,这个价钱买到这么好的充电宝，客服还这么好，太值了。
对比了好几家才选的这家，书包的包装确实好。！,1,正面,22,对比了好几家才选的这家，书包的包装确实好。！
水杯做工很差，根本不值这个价。,0,负面,15,水杯做工很差，根本不值这个价。
第二次回购了，衣服的物流一如既往的好。,1,正面,19,第二次回购了，衣服的物流一如既往的好。
衣服的功能太差了，非常后悔。,0,负面,14,衣服的功能太差了，非常后悔。
用了没几天水杯的物流就出问题了，差评。,0,负面,19,用了没几天水杯的物流就出问题了，差评。
这个衣服的做工超出了我的预期，很惊喜。！建议大家参考。,1,正面,27,这个衣服的做工超出了我的预期，很惊喜。！建议大家参考。
第二次回购了，充电宝的价格一如既往的好。,1,正面,20,第二次回购了，充电宝的价格一如既往的好。
手表的颜色真的是太差了，一次糟糕的购物体验。。,0,负面,23,手表的颜色真的是太差了，一次糟糕的购物体验。。
收到电脑了，物流很差，申请退货中。,0,负面,17,收到电脑了，物流很差，申请退货中。
好评！电脑的材质很好，客服态度也好。，不推荐！,1,正面,23,好评！电脑的材质很好，客服态度也好。，不推荐！
用了没几天手机的包装就出问题了，差评。！建议大家参考。,0,负面,27,用了没几天手机的包装就出问题了，差评。！建议大家参考。
衣服功能很好，很满意！,1,正面,11,衣服功能很好，很满意！
客服态度差，手表的客服也有问题，体验很差。,0,负面,21,客服态度差，手表的客服也有问题，体验很差。
好评！书包的质量很好，客服态度也好。,1,正面,18,好评！书包的质量很好，客服态度也好。
退货了，衣服的功能完全不能用，浪费时间。，不推荐！,0,负面,25,退货了，衣服的功能完全不能用，浪费时间。，不推荐！
太坑了，手机的价格和描述完全不一样。,0,负面,18,太坑了，手机的价格和描述完全不一样。
用了没几天鞋子的做工就出问题了，差评。,0,负面,19,用了没几天鞋子的做工就出问题了，差评。
对比了好几家才选的这家，电脑的质量确实好。,1,正面,21,对比了好几家才选的这家，电脑的质量确实好。
再也不在这家买了，充电宝的客服太让人失望了。，不推荐！,0,负面,27,再也不在这家买了，充电宝的客服太让人失望了。，不推荐！
被图片骗了，实际耳机的质量很差，不值这个价。,0,负面,22,被图片骗了，实际耳机的质量很差，不值这个价。
这个鞋子的价格超出了我的预期，很惊喜。,1,正面,19,这个鞋子的价格超出了我的预期，很惊喜。
用了没几天手表的包装就出问题了，差评。。,0,负面,20,用了没几天手表的包装就出问题了，差评。。
好评！台灯的做工很好，客服态度也好。！,1,正面,19,好评！台灯的做工很好，客服态度也好。！
收到电脑了，功能比想象中好，颜色也好看。,1,正面,20,收到电脑了，功能比想象中好，颜色也好看。
第二次回购了，衣服的功能一如既往的好。,1,正面,19,第二次回购了，衣服的功能一如既往的好。
这个电脑的质量很差，和图片上的完全不一样。,0,负面,21,这个电脑的质量很差，和图片上的完全不一样。
收到手机了，物流很差，申请退货中。，推荐！,0,负面,21,收到手机了，物流很差，申请退货中。，推荐！
退货了，鞋子的功能完全不能用，浪费时间。,0,负面,20,退货了，鞋子的功能完全不能用，浪费时间。
再也不在这家买了，手表的物流太让人失望了。,0,负面,21,再也不在这家买了，手表的物流太让人失望了。
再也不在这家买了，衣服的价格太让人失望了。！建议大家参考。,0,负面,29,再也不在这家买了，衣服的价格太让人失望了。！建议大家参考。
退货了，鞋子的包装完全不能用，浪费时间。,0,负面,20,退货了，鞋子的包装完全不能用，浪费时间。
衣服的功能很好，物流也快，五星好评。,1,正面,18,衣服的功能很好，物流也快，五星好评。
这个价钱买到这么好的手机，价格还这么好，太值了。,1,正面,24,这个价钱买到这么好的手机，价格还这么好，太值了。
买回来就发现台灯的质量有问题，很失望。。,0,负面,20,买回来就发现台灯的质量有问题，很失望。。
买回来用了几天，手机的外观确实好。，推荐！,1,正面,21,买回来用了几天，手机的外观确实好。，推荐！
收到书包了，颜色很差，申请退货中。，不推荐！,0,负面,22,收到书包了，颜色很差，申请退货中。，不推荐！
手表功能很差，根本不值这个价。,0,负面,15,手表功能很差，根本不值这个价。
充电宝功能很差，根本不值这个价。,0,负面,16,充电宝功能很差，根本不值这个价。
用了没几天鞋子的包装就出问题了，差评。,0,负面,19,用了没几天鞋子的包装就出问题了，差评。
台灯做工很差，根本不值这个价。。,0,负面,16,台灯做工很差，根本不值这个价。。
这个台灯的尺寸不行，建议大家别买。，推荐！,0,负面,21,这个台灯的尺寸不行，建议大家别买。，推荐！
这个鞋子的做工不错，推荐给大家。,1,正面,16,这个鞋子的做工不错，推荐给大家。
书包外观很好，很满意！，推荐！,1,正面,15,书包外观很好，很满意！，推荐！
退货了，手机的质量完全不能用，浪费时间。,0,负面,20,退货了，手机的质量完全不能用，浪费时间。
第二次回购了，电脑的做工一如既往的好。！建议大家参考。,1,正面,27,第二次回购了，电脑的做工一如既往的好。！建议大家参考。
水杯材质很好，很满意！,1,正面,11,水杯材质很好，很满意！
这个台灯的质量超出了我的预期，很惊喜。。,1,正面,20,这个台灯的质量超出了我的预期，很惊喜。。
这个书包的做工不错，推荐给大家。,1,正面,16,这个书包的做工不错，推荐给大家。
给家人买的手表，他们说物流很好。,1,正面,16,给家人买的手表，他们说物流很好。
书包的颜色很好，物流也快，五星好评。！,1,正面,19,书包的颜色很好，物流也快，五星好评。！
好评！衣服的做工很好，客服态度也好。,1,正面,18,好评！衣服的做工很好，客服态度也好。
再也不在这家买了，鞋子的做工太让人失望了。,0,负面,21,再也不在这家买了，鞋子的做工太让人失望了。
这个鞋子的外观超出了我的预期，很惊喜。。,1,正面,20,这个鞋子的外观超出了我的预期，很惊喜。。
好评！台灯的颜色很好，客服态度也好。,1,正面,18,好评！台灯的颜色很好，客服态度也好。
被图片骗了，实际水杯的功能很差，不值这个价。,0,负面,22,被图片骗了，实际水杯的功能很差，不值这个价。
买回来就发现电脑的客服有问题，很失望。,0,负面,19,买回来就发现电脑的客服有问题，很失望。
这个台灯的价格真的不行，不如实体店买。！,0,负面,20,这个台灯的价格真的不行，不如实体店买。！
鞋子的尺寸太差了，非常后悔。,0,负面,14,鞋子的尺寸太差了，非常后悔。
退货了，耳机的客服完全不能用，浪费时间。！,0,负面,21,退货了，耳机的客服完全不能用，浪费时间。！
太坑了，手表的物流和描述完全不一样。！建议大家参考。,0,负面,26,太坑了，手表的物流和描述完全不一样。！建议大家参考。
这个衣服的客服不错，推荐给大家。,1,正面,16,这个衣服的客服不错，推荐给大家。
客服态度差，手机的物流也有问题，体验很差。,0,负面,21,客服态度差，手机的物流也有问题，体验很差。
书包做工很差，根本不值这个价。,0,负面,15,书包做工很差，根本不值这个价。
客服态度差，电脑的价格也有问题，体验很差。，推荐！,0,负面,25,客服态度差，电脑的价格也有问题，体验很差。，推荐！
手机的质量很好，做工精细，很喜欢。,1,正面,17,手机的质量很好，做工精细，很喜欢。
退货了，书包的尺寸完全不能用，浪费时间。,0,负面,20,退货了，书包的尺寸完全不能用，浪费时间。
买回来用了几天，手表的材质确实好。,1,正面,17,买回来用了几天，手表的材质确实好。
客服态度差，充电宝的材质也有问题，体验很差。,0,负面,22,客服态度差，充电宝的材质也有问题，体验很差。
性价比很高的衣服，颜色没让我失望。,1,正面,17,性价比很高的衣服，颜色没让我失望。
第二次回购了，手表的客服一如既往的好。，推荐！,1,正面,23,第二次回购了，手表的客服一如既往的好。，推荐！
这个价钱买到这么好的电脑，质量还这么好，太值了。,1,正面,24,这个价钱买到这么好的电脑，质量还这么好，太值了。
买回来就发现电脑的质量有问题，很失望。,0,负面,19,买回来就发现电脑的质量有问题，很失望。
充电宝的包装太差了，非常后悔。,0,负面,15,充电宝的包装太差了，非常后悔。
收到鞋子了，包装比想象中好，颜色也好看。,1,正面,20,收到鞋子了，包装比想象中好，颜色也好看。
耳机的价格很好，做工精细，很喜欢。，推荐！,1,正面,21,耳机的价格很好，做工精细，很喜欢。，推荐！
这个手表的价格真的不行，不如实体店买。。,0,负面,20,这个手表的价格真的不行，不如实体店买。。
第二次回购了，手机的做工一如既往的好。,1,正面,19,第二次回购了，手机的做工一如既往的好。
这个水杯的功能不错，推荐给大家。！,1,正面,17,这个水杯的功能不错，推荐给大家。！
充电宝尺寸很差，根本不值这个价。，推荐！,0,负面,20,充电宝尺寸很差，根本不值这个价。，推荐！
收到鞋子了，做工比想象中好，颜色也好看。,1,正面,20,收到鞋子了，做工比想象中好，颜色也好看。
买回来就发现手机的物流有问题，很失望。,0,负面,19,买回来就发现手机的物流有问题，很失望。
电脑的材质很好，做工精细，很喜欢。，推荐！,1,正面,21,电脑的材质很好，做工精细，很喜欢。，推荐！
物流慢也就算了，台灯的客服还这么差，差评。,0,负面,21,物流慢也就算了，台灯的客服还这么差，差评。
客服态度差，鞋子的功能也有问题，体验很差。,0,负面,21,客服态度差，鞋子的功能也有问题，体验很差。
充电宝做工很棒，价格也合理，好评。！建议大家参考。,1,正面,25,充电宝做工很棒，价格也合理，好评。！建议大家参考。
这个衣服的材质超出了我的预期，很惊喜。,1,正面,19,这个衣服的材质超出了我的预期，很惊喜。
这个充电宝的价格不行，建议大家别买。！,0,负面,19,这个充电宝的价格不行，建议大家别买。！
这个耳机的客服超出了我的预期，很惊喜。,1,正面,19,这个耳机的客服超出了我的预期，很惊喜。
性价比很高的耳机，功能没让我失望。，推荐！,1,正面,21,性价比很高的耳机，功能没让我失望。，推荐！
水杯的材质真的是太差了，一次糟糕的购物体验。,0,负面,22,水杯的材质真的是太差了，一次糟糕的购物体验。
水杯的物流很好，物流也快，五星好评。！,1,正面,19,水杯的物流很好，物流也快，五星好评。！
台灯的功能真的是太差了，一次糟糕的购物体验。,0,负面,22,台灯的功能真的是太差了，一次糟糕的购物体验。
客服态度差，电脑的包装也有问题，体验很差。,0,负面,21,客服态度差，电脑的包装也有问题，体验很差。
充电宝的材质很好，物流也快，五星好评。，不推荐！,1,正面,24,充电宝的材质很好，物流也快，五星好评。，不推荐！
鞋子质量很棒，价格也合理，好评。,1,正面,16,鞋子质量很棒，价格也合理，好评。
好评！水杯的物流很好，客服态度也好。！,1,正面,19,好评！水杯的物流很好，客服态度也好。！
被图片骗了，实际手机的质量很差，不值这个价。，推荐！,0,负面,26,被图片骗了，实际手机的质量很差，不值这个价。，推荐！
这个衣服的做工真的不行，不如实体店买。,0,负面,19,这个衣服的做工真的不行，不如实体店买。
台灯的质量超出预期，值得购买。！,1,正面,16,台灯的质量超出预期，值得购买。！
手机的颜色真的是太差了，一次糟糕的购物体验。,0,负面,22,手机的颜色真的是太差了，一次糟糕的购物体验。
衣服的材质很好，做工精细，很喜欢。。,1,正面,18,衣服的材质很好，做工精细，很喜欢。。
水杯功能很棒，价格也合理，好评。！建议大家参考。,1,正面,24,水杯功能很棒，价格也合理，好评。！建议大家参考。
买回来用了几天，手表的材质确实好。！,1,正面,18,买回来用了几天，手表的材质确实好。！
用了没几天衣服的质量就出问题了，差评。。,0,负面,20,用了没几天衣服的质量就出问题了，差评。。
被图片骗了，实际书包的做工很差，不值这个价。,0,负面,22,被图片骗了，实际书包的做工很差，不值这个价。
这个水杯的物流不错，推荐给大家。！建议大家参考。,1,正面,24,这个水杯的物流不错，推荐给大家。！建议大家参考。
耳机的颜色很好，做工精细，很喜欢。,1,正面,17,耳机的颜色很好，做工精细，很喜欢。
耳机的外观超出预期，值得购买。,1,正面,15,耳机的外观超出预期，值得购买。
电脑做工很好，很满意！！,1,正面,12,电脑做工很好，很满意！！
这个耳机的尺寸不行，建议大家别买。,0,负面,17,这个耳机的尺寸不行，建议大家别买。
台灯的材质很好，物流也快，五星好评。,1,正面,18,台灯的材质很好，物流也快，五星好评。
这个水杯的做工不错，推荐给大家。,1,正面,16,这个水杯的做工不错，推荐给大家。
对比了好几家才选的这家，鞋子的功能确实好。,1,正面,21,对比了好几家才选的这家，鞋子的功能确实好。
给家人买的手机，他们说包装很好。,1,正面,16,给家人买的手机，他们说包装很好。
这个价钱买到这么好的衣服，物流还这么好，太值了。,1,正面,24,这个价钱买到这么好的衣服，物流还这么好，太值了。
买回来就发现手机的客服有问题，很失望。,0,负面,19,买回来就发现手机的客服有问题，很失望。
这个价钱买到这么好的书包，功能还这么好，太值了。,1,正面,24,这个价钱买到这么好的书包，功能还这么好，太值了。
买回来用了几天，耳机的客服确实好。！建议大家参考。,1,正面,25,买回来用了几天，耳机的客服确实好。！建议大家参考。
再也不在这家买了，充电宝的材质太让人失望了。，推荐！,0,负面,26,再也不在这家买了，充电宝的材质太让人失望了。，推荐！
用了没几天手机的尺寸就出问题了，差评。，推荐！,0,负面,23,用了没几天手机的尺寸就出问题了，差评。，推荐！
耳机的价格很好，物流也快，五星好评。,1,正面,18,耳机的价格很好，物流也快，五星好评。
用了没几天台灯的质量就出问题了，差评。,0,负面,19,用了没几天台灯的质量就出问题了，差评。
买回来用了几天，水杯的价格确实好。,1,正面,17,买回来用了几天，水杯的价格确实好。
第二次回购了，水杯的质量一如既往的好。,1,正面,19,第二次回购了，水杯的质量一如既往的好。
被图片骗了，实际鞋子的尺寸很差，不值这个价。！,0,负面,23,被图片骗了，实际鞋子的尺寸很差，不值这个价。！
被图片骗了，实际水杯的颜色很差，不值这个价。，推荐！,0,负面,26,被图片骗了，实际水杯的颜色很差，不值这个价。，推荐！
这个充电宝的包装真的不行，不如实体店买。，不推荐！,0,负面,25,这个充电宝的包装真的不行，不如实体店买。，不推荐！
第二次回购了，手机的物流一如既往的好。,1,正面,19,第二次回购了，手机的物流一如既往的好。
买回来就发现耳机的包装有问题，很失望。,0,负面,19,买回来就发现耳机的包装有问题，很失望。
物流慢也就算了，鞋子的做工还这么差，差评。,0,负面,21,物流慢也就算了，鞋子的做工还这么差，差评。
给家人买的充电宝，他们说客服很好。,1,正面,17,给家人买的充电宝，他们说客服很好。
客服态度差，电脑的物流也有问题，体验很差。！,0,负面,22,客服态度差，电脑的物流也有问题，体验很差。！
手机的质量太差了，非常后悔。，推荐！,0,负面,18,手机的质量太差了，非常后悔。，推荐！
买回来就发现充电宝的材质有问题，很失望。,0,负面,20,买回来就发现充电宝的材质有问题，很失望。
这个书包的做工不错，推荐给大家。！建议大家参考。,1,正面,24,这个书包的做工不错，推荐给大家。！建议大家参考。
鞋子质量很好，很满意！,1,正面,11,鞋子质量很好，很满意！
这个充电宝的功能超出了我的预期，很惊喜。。,1,正面,21,这个充电宝的功能超出了我的预期，很惊喜。。
这个电脑的尺寸真的不行，不如实体店买。,0,负面,19,这个电脑的尺寸真的不行，不如实体店买。
再也不在这家买了，手表的价格太让人失望了。，不推荐！,0,负面,26,再也不在这家买了，手表的价格太让人失望了。，不推荐！
手机包装很棒，价格也合理，好评。,1,正面,16,手机包装很棒，价格也合理，好评。
充电宝的质量很好，做工精细，很喜欢。,1,正面,18,充电宝的质量很好，做工精细，很喜欢。
收到手表了，功能比想象中好，颜色也好看。,1,正面,20,收到手表了，功能比想象中好，颜色也好看。
买回来就发现手表的做工有问题，很失望。,0,负面,19,买回来就发现手表的做工有问题，很失望。
给家人买的鞋子，他们说外观很好。！建议大家参考。,1,正面,24,给家人买的鞋子，他们说外观很好。！建议大家参考。
第二次回购了，衣服的外观一如既往的好。,1,正面,19,第二次回购了，衣服的外观一如既往的好。
太坑了，手表的做工和描述完全不一样。，不推荐！,0,负面,23,太坑了，手表的做工和描述完全不一样。，不推荐！
鞋子的做工很好，物流也快，五星好评。,1,正面,18,鞋子的做工很好，物流也快，五星好评。
退货了，台灯的客服完全不能用，浪费时间。！建议大家参考。,0,负面,28,退货了，台灯的客服完全不能用，浪费时间。！建议大家参考。
这个衣服的尺寸真的不行，不如实体店买。,0,负面,19,这个衣服的尺寸真的不行，不如实体店买。
手表材质很好，很满意！，不推荐！,1,正面,16,手表材质很好，很满意！，不推荐！
这个价钱买到这么好的书包，材质还这么好，太值了。,1,正面,24,这个价钱买到这么好的书包，材质还这么好，太值了。
这个水杯的包装不错，推荐给大家。,1,正面,16,这个水杯的包装不错，推荐给大家。
手机的质量很好，物流也快，五星好评。，推荐！,1,正面,22,手机的质量很好，物流也快，五星好评。，推荐！
台灯的颜色太差了，非常后悔。。,0,负面,15,台灯的颜色太差了，非常后悔。。
对比了好几家才选的这家，鞋子的物流确实好。！建议大家参考。,1,正面,29,对比了好几家才选的这家，鞋子的物流确实好。！建议大家参考。
再也不在这家买了，书包的颜色太让人失望了。！,0,负面,22,再也不在这家买了，书包的颜色太让人失望了。！
好评！衣服的包装很好，客服态度也好。。,1,正面,19,好评！衣服的包装很好，客服态度也好。。
性价比很高的鞋子，颜色没让我失望。,1,正面,17,性价比很高的鞋子，颜色没让我失望。
手表材质很好，很满意！，推荐！,1,正面,15,手表材质很好，很满意！，推荐！
鞋子的功能很好，物流也快，五星好评。！,1,正面,19,鞋子的功能很好，物流也快，五星好评。！
这个手机的外观不错，推荐给大家。，不推荐！,1,正面,21,这个手机的外观不错，推荐给大家。，不推荐！
物流慢也就算了，水杯的物流还这么差，差评。,0,负面,21,物流慢也就算了，水杯的物流还这么差，差评。
充电宝颜色很差，根本不值这个价。,0,负面,16,充电宝颜色很差，根本不值这个价。
被图片骗了，实际鞋子的做工很差，不值这个价。,0,负面,22,被图片骗了，实际鞋子的做工很差，不值这个价。
手机包装很差，根本不值这个价。,0,负面,15,手机包装很差，根本不值这个价。
充电宝物流很差，根本不值这个价。，不推荐！,0,负面,21,充电宝物流很差，根本不值这个价。，不推荐！
耳机的包装真的是太差了，一次糟糕的购物体验。,0,负面,22,耳机的包装真的是太差了，一次糟糕的购物体验。
衣服包装很差，根本不值这个价。！建议大家参考。,0,负面,23,衣服包装很差，根本不值这个价。！建议大家参考。
给家人买的电脑，他们说颜色很好。,1,正面,16,给家人买的电脑，他们说颜色很好。
衣服客服很差，根本不值这个价。,0,负面,15,衣服客服很差，根本不值这个价。
买回来用了几天，耳机的质量确实好。。,1,正面,18,买回来用了几天，耳机的质量确实好。。
被图片骗了，实际鞋子的质量很差，不值这个价。,0,负面,22,被图片骗了，实际鞋子的质量很差，不值这个价。
被图片骗了，实际电脑的功能很差，不值这个价。,0,负面,22,被图片骗了，实际电脑的功能很差，不值这个价。
第二次回购了，手机的客服一如既往的好。！,1,正面,20,第二次回购了，手机的客服一如既往的好。！
手表的客服超出预期，值得购买。。,1,正面,16,手表的客服超出预期，值得购买。。
给家人买的电脑，他们说功能很好。,1,正面,16,给家人买的电脑，他们说功能很好。
这个价钱买到这么好的充电宝，客服还这么好，太值了。，不推荐！,1,正面,30,这个价钱买到这么好的充电宝，客服还这么好，太值了。，不推荐！
收到耳机了，客服比想象中好，颜色也好看。,1,正面,20,收到耳机了，客服比想象中好，颜色也好看。
这个水杯的材质不行，建议大家别买。！,0,负面,18,这个水杯的材质不行，建议大家别买。！
书包的客服很好，做工精细，很喜欢。，不推荐！,1,正面,22,书包的客服很好，做工精细，很喜欢。，不推荐！
再也不在这家买了，电脑的做工太让人失望了。,0,负面,21,再也不在这家买了，电脑的做工太让人失望了。
退货了，手表的做工完全不能用，浪费时间。，不推荐！,0,负面,25,退货了，手表的做工完全不能用，浪费时间。，不推荐！
收到水杯了，物流很差，申请退货中。，推荐！,0,负面,21,收到水杯了，物流很差，申请退货中。，推荐！
这个充电宝的价格超出了我的预期，很惊喜。,1,正面,20,这个充电宝的价格超出了我的预期，很惊喜。
电脑的尺寸真的是太差了，一次糟糕的购物体验。,0,负面,22,电脑的尺寸真的是太差了，一次糟糕的购物体验。
买回来用了几天，水杯的颜色确实好。,1,正面,17,买回来用了几天，水杯的颜色确实好。
买回来用了几天，衣服的质量确实好。，推荐！,1,正面,21,买回来用了几天，衣服的质量确实好。，推荐！
好评！手表的做工很好，客服态度也好。,1,正面,18,好评！手表的做工很好，客服态度也好。
手机的价格真的是太差了，一次糟糕的购物体验。,0,负面,22,手机的价格真的是太差了，一次糟糕的购物体验。
手表的颜色真的是太差了，一次糟糕的购物体验。,0,负面,22,手表的颜色真的是太差了，一次糟糕的购物体验。
性价比很高的耳机，颜色没让我失望。,1,正面,17,性价比很高的耳机，颜色没让我失望。
性价比很高的手机，客服没让我失望。，推荐！,1,正面,21,性价比很高的手机，客服没让我失望。，推荐！
这个台灯的包装超出了我的预期，很惊喜。,1,正面,19,这个台灯的包装超出了我的预期，很惊喜。
再也不在这家买了，鞋子的包装太让人失望了。,0,负面,21,再也不在这家买了，鞋子的包装太让人失望了。
这个鞋子的尺寸真的不行，不如实体店买。,0,负面,19,这个鞋子的尺寸真的不行，不如实体店买。
再也不在这家买了，电脑的客服太让人失望了。！建议大家参考。,0,负面,29,再也不在这家买了，电脑的客服太让人失望了。！建议大家参考。
电脑客服很好，很满意！,1,正面,11,电脑客服很好，很满意！
这个耳机的颜色不错，推荐给大家。！,1,正面,17,这个耳机的颜色不错，推荐给大家。！
好评！手机的价格很好，客服态度也好。。,1,正面,19,好评！手机的价格很好，客服态度也好。。
这个水杯的质量不错，推荐给大家。。,1,正面,17,这个水杯的质量不错，推荐给大家。。
这个耳机的质量真的不行，不如实体店买。！建议大家参考。,0,负面,27,这个耳机的质量真的不行，不如实体店买。！建议大家参考。
这个水杯的包装超出了我的预期，很惊喜。,1,正面,19,这个水杯的包装超出了我的预期，很惊喜。
太坑了，鞋子的功能和描述完全不一样。,0,负面,18,太坑了，鞋子的功能和描述完全不一样。
买回来就发现耳机的材质有问题，很失望。！,0,负面,20,买回来就发现耳机的材质有问题，很失望。！
这个价钱买到这么好的手表，做工还这么好，太值了。,1,正面,24,这个价钱买到这么好的手表，做工还这么好，太值了。
收到手机了，物流很差，申请退货中。,0,负面,17,收到手机了，物流很差，申请退货中。
这个价钱买到这么好的电脑，物流还这么好，太值了。,1,正面,24,这个价钱买到这么好的电脑，物流还这么好，太值了。
太坑了，充电宝的颜色和描述完全不一样。！,0,负面,20,太坑了，充电宝的颜色和描述完全不一样。！
鞋子做工很差，根本不值这个价。,0,负面,15,鞋子做工很差，根本不值这个价。
客服态度差，电脑的尺寸也有问题，体验很差。！,0,负面,22,客服态度差，电脑的尺寸也有问题，体验很差。！
台灯的质量太差了，非常后悔。！,0,负面,15,台灯的质量太差了，非常后悔。！
这个衣服的客服超出了我的预期，很惊喜。,1,正面,19,这个衣服的客服超出了我的预期，很惊喜。
买回来就发现水杯的做工有问题，很失望。。,0,负面,20,买回来就发现水杯的做工有问题，很失望。。
再也不在这家买了，水杯的做工太让人失望了。,0,负面,21,再也不在这家买了，水杯的做工太让人失望了。
第二次回购了，水杯的功能一如既往的好。,1,正面,19,第二次回购了，水杯的功能一如既往的好。
这个鞋子的价格不行，建议大家别买。！,0,负面,18,这个鞋子的价格不行，建议大家别买。！
收到台灯了，颜色比想象中好，颜色也好看。,1,正面,20,收到台灯了，颜色比想象中好，颜色也好看。
对比了好几家才选的这家，手机的做工确实好。,1,正面,21,对比了好几家才选的这家，手机的做工确实好。
这个电脑的材质不错，推荐给大家。！建议大家参考。,1,正面,24,这个电脑的材质不错，推荐给大家。！建议大家参考。
第二次回购了，衣服的质量一如既往的好。,1,正面,19,第二次回购了，衣服的质量一如既往的好。
性价比很高的电脑，质量没让我失望。！,1,正面,18,性价比很高的电脑，质量没让我失望。！
这个价钱买到这么好的鞋子，物流还这么好，太值了。,1,正面,24,这个价钱买到这么好的鞋子，物流还这么好，太值了。
买回来用了几天，耳机的材质确实好。！建议大家参考。,1,正面,25,买回来用了几天，耳机的材质确实好。！建议大家参考。
这个耳机的做工不行，建议大家别买。,0,负面,17,这个耳机的做工不行，建议大家别买。
客服态度差，鞋子的客服也有问题，体验很差。。,0,负面,22,客服态度差，鞋子的客服也有问题，体验很差。。
这个手表的材质真的不行，不如实体店买。！,0,负面,20,这个手表的材质真的不行，不如实体店买。！
好评！手表的客服很好，客服态度也好。,1,正面,18,好评！手表的客服很好，客服态度也好。
手表材质很差，根本不值这个价。。,0,负面,16,手表材质很差，根本不值这个价。。
收到耳机了，功能比想象中好，颜色也好看。。,1,正面,21,收到耳机了，功能比想象中好，颜色也好看。。
退货了，耳机的材质完全不能用，浪费时间。,0,负面,20,退货了，耳机的材质完全不能用，浪费时间。
这个书包的物流不行，建议大家别买。，推荐！,0,负面,21,这个书包的物流不行，建议大家别买。，推荐！
这个水杯的价格不错，推荐给大家。,1,正面,16,这个水杯的价格不错，推荐给大家。
充电宝的质量很好，物流也快，五星好评。,1,正面,19,充电宝的质量很好，物流也快，五星好评。
这个鞋子的颜色不错，推荐给大家。,1,正面,16,这个鞋子的颜色不错，推荐给大家。
物流慢也就算了，手表的客服还这么差，差评。,0,负面,21,物流慢也就算了，手表的客服还这么差，差评。
手表的做工真的是太差了，一次糟糕的购物体验。,0,负面,22,手表的做工真的是太差了，一次糟糕的购物体验。
收到衣服了，颜色比想象中好，颜色也好看。，推荐！,1,正面,24,收到衣服了，颜色比想象中好，颜色也好看。，推荐！
好评！手表的物流很好，客服态度也好。,1,正面,18,好评！手表的物流很好，客服态度也好。
这个鞋子的功能不错，推荐给大家。,1,正面,16,这个鞋子的功能不错，推荐给大家。
收到书包了，外观比想象中好，颜色也好看。，推荐！,1,正面,24,收到书包了，外观比想象中好，颜色也好看。，推荐！
这个衣服的做工不错，推荐给大家。，推荐！,1,正面,20,这个衣服的做工不错，推荐给大家。，推荐！
电脑的物流超出预期，值得购买。，推荐！,1,正面,19,电脑的物流超出预期，值得购买。，推荐！
水杯尺寸很差，根本不值这个价。。,0,负面,16,水杯尺寸很差，根本不值这个价。。
这个手表的功能真的不行，不如实体店买。,0,负面,19,这个手表的功能真的不行，不如实体店买。
衣服的质量太差了，非常后悔。,0,负面,14,衣服的质量太差了，非常后悔。
这个价钱买到这么好的耳机，价格还这么好，太值了。,1,正面,24,这个价钱买到这么好的耳机，价格还这么好，太值了。
买回来就发现书包的物流有问题，很失望。，不推荐！,0,负面,24,买回来就发现书包的物流有问题，很失望。，不推荐！
买回来用了几天，鞋子的做工确实好。,1,正面,17,买回来用了几天，鞋子的做工确实好。
给家人买的衣服，他们说客服很好。,1,正面,16,给家人买的衣服，他们说客服很好。
这个电脑的客服不错，推荐给大家。,1,正面,16,这个电脑的客服不错，推荐给大家。
这个耳机的包装不行，建议大家别买。,0,负面,17,这个耳机的包装不行，建议大家别买。
